muni_id,name,homepage_url,allowed_domains
09162000,Muenchen,https://stadt.muenchen.de/,muenchen.de|stadt.muenchen.de
09564000,Nuernberg,https://www.nuernberg.de/,nuernberg.de
09362000,Regensburg,https://www.regensburg.de/,regensburg.de
