ags,name,is_kreisfrei,bundesland,regierungsbezirk,landkreis,population,population_date,homepage_url,allowed_domains,lat,lon,wikipedia_url,wikidata_qid,wikipedia_revision,last_checked,source
09183143,Schönberg,0,Bayern,Oberbayern,Landkreis Mühldorf am Inn,1132,2023-12-31T00:00:00Z,https://www.oberbergkirchen.de/schoenberg/,oberbergkirchen.de|www.oberbergkirchen.de,48.333333,12.433333,https://de.wikipedia.org/wiki/Sch%C3%B6nberg_(Oberbayern),Q531714,260532601,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09183144,Schwindegg,0,Bayern,Oberbayern,Landkreis Mühldorf am Inn,3659,2023-12-31T00:00:00Z,http://gemeinde-schwindegg.de,gemeinde-schwindegg.de|www.gemeinde-schwindegg.de,48.266667,12.250000,https://de.wikipedia.org/wiki/Schwindegg,Q508758,258278293,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09183145,Taufkirchen,0,Bayern,Oberbayern,Landkreis Mühldorf am Inn,1402,2023-12-31T00:00:00Z,http://www.gemeinde-taufkirchen.eu,gemeinde-taufkirchen.eu|www.gemeinde-taufkirchen.eu,48.147683,12.453775,https://de.wikipedia.org/wiki/Taufkirchen_(Landkreis_M%C3%BChldorf_am_Inn),Q552645,258907772,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09183147,Unterreit,0,Bayern,Oberbayern,Landkreis Mühldorf am Inn,1798,2023-12-31T00:00:00Z,http://www.unterreit.de,unterreit.de|www.unterreit.de,48.116667,12.333333,https://de.wikipedia.org/wiki/Unterreit,Q627477,251898634,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09183148,Waldkraiburg,0,Bayern,Oberbayern,Landkreis Mühldorf am Inn,24604,2023-12-31T00:00:00Z,https://www.waldkraiburg.de,waldkraiburg.de|www.waldkraiburg.de,48.216667,12.400000,https://de.wikipedia.org/wiki/Waldkraiburg,Q282458,263532604,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09183151,Zangberg,0,Bayern,Oberbayern,Landkreis Mühldorf am Inn,1161,2023-12-31T00:00:00Z,http://www.zangberg.de,www.zangberg.de|zangberg.de,48.274722,12.425278,https://de.wikipedia.org/wiki/Zangberg,Q146846,237060307,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09184112,Aschheim,0,Bayern,Oberbayern,Landkreis München,9567,2023-12-31T00:00:00Z,https://www.aschheim.de/,aschheim.de|www.aschheim.de,48.173333,11.717778,https://de.wikipedia.org/wiki/Aschheim,Q503747,261700930,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09184113,Baierbrunn,0,Bayern,Oberbayern,Landkreis München,3426,2023-12-31T00:00:00Z,https://www.baierbrunn.org/,baierbrunn.org|www.baierbrunn.org,48.016667,11.483333,https://de.wikipedia.org/wiki/Baierbrunn,Q503705,262506300,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09184114,Brunnthal,0,Bayern,Oberbayern,Landkreis München,5650,2023-12-31T00:00:00Z,https://www.brunnthal.de/,brunnthal.de|www.brunnthal.de,48.016667,11.683333,https://de.wikipedia.org/wiki/Brunnthal,Q251101,261607801,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09184118,Feldkirchen,0,Bayern,Oberbayern,Landkreis München,7689,2023-12-31T00:00:00Z,https://www.feldkirchen.de/,feldkirchen.de|www.feldkirchen.de,48.150000,11.733333,https://de.wikipedia.org/wiki/Feldkirchen_(Landkreis_M%C3%BCnchen),Q264501,256250809,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09184119,Garching bei München,0,Bayern,Oberbayern,Landkreis München,17577,2023-12-31T00:00:00Z,https://www.garching.de/,garching.de|www.garching.de,48.250000,11.650000,https://de.wikipedia.org/wiki/Garching_bei_M%C3%BCnchen,Q264620,263148208,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09184120,Gräfelfing,0,Bayern,Oberbayern,Landkreis München,13673,2023-12-31T00:00:00Z,https://www.graefelfing.de/,graefelfing.de|www.graefelfing.de,48.118889,11.428889,https://de.wikipedia.org/wiki/Gr%C3%A4felfing,Q504854,264162834,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09184121,Grasbrunn,0,Bayern,Oberbayern,Landkreis München,6813,2023-12-31T00:00:00Z,https://www.grasbrunn.de/,grasbrunn.de|www.grasbrunn.de,48.078889,11.743611,https://de.wikipedia.org/wiki/Grasbrunn,Q260566,263595154,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09184122,Grünwald,0,Bayern,Oberbayern,Landkreis München,11442,2023-12-31T00:00:00Z,https://www.gemeinde-gruenwald.de/,gemeinde-gruenwald.de|www.gemeinde-gruenwald.de,48.048306,11.531694,https://de.wikipedia.org/wiki/Gr%C3%BCnwald,Q220090,263218464,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09184123,Haar,0,Bayern,Oberbayern,Landkreis München,23056,2023-12-31T00:00:00Z,https://www.stadt-haar.de/,stadt-haar.de|www.stadt-haar.de,48.111389,11.731111,https://de.wikipedia.org/wiki/Haar_(bei_M%C3%BCnchen),Q504820,262438083,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09184127,Höhenkirchen-Siegertsbrunn,0,Bayern,Oberbayern,Landkreis München,11417,2023-12-31T00:00:00Z,https://www.hoehenkirchen-siegertsbrunn.de/,hoehenkirchen-siegertsbrunn.de|www.hoehenkirchen-siegertsbrunn.de,48.016667,11.733333,https://de.wikipedia.org/wiki/H%C3%B6henkirchen-Siegertsbrunn,Q504885,258615176,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09184129,Hohenbrunn,0,Bayern,Oberbayern,Landkreis München,9018,2023-12-31T00:00:00Z,https://hohenbrunn.de/,hohenbrunn.de|www.hohenbrunn.de,48.050000,11.700000,https://de.wikipedia.org/wiki/Hohenbrunn,Q505339,263497393,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09184130,Ismaning,0,Bayern,Oberbayern,Landkreis München,18043,2023-12-31T00:00:00Z,https://ismaning.de/,ismaning.de|www.ismaning.de,48.226389,11.672500,https://de.wikipedia.org/wiki/Ismaning,Q254897,264101623,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09184131,Kirchheim bei München,0,Bayern,Oberbayern,Landkreis München,13094,2023-12-31T00:00:00Z,https://www.kirchheim-heimstetten.de/,kirchheim-heimstetten.de|www.kirchheim-heimstetten.de,48.176560,11.755630,https://de.wikipedia.org/wiki/Kirchheim_bei_M%C3%BCnchen,Q504880,263597857,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09184132,Neuried,0,Bayern,Oberbayern,Landkreis München,9038,2023-12-31T00:00:00Z,https://www.neuried.de/,neuried.de|www.neuried.de,48.093333,11.465833,https://de.wikipedia.org/wiki/Neuried_(bei_M%C3%BCnchen),Q259597,262174937,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09184134,Oberhaching,0,Bayern,Oberbayern,Landkreis München,13900,2023-12-31T00:00:00Z,https://www.oberhaching.de/,oberhaching.de|www.oberhaching.de,48.016667,11.583333,https://de.wikipedia.org/wiki/Oberhaching,Q504891,263535132,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09184135,Oberschleißheim,0,Bayern,Oberbayern,Landkreis München,11984,2023-12-31T00:00:00Z,https://www.oberschleissheim.de/,oberschleissheim.de|www.oberschleissheim.de,48.250000,11.566667,https://de.wikipedia.org/wiki/Oberschlei%C3%9Fheim,Q253881,263189162,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09184136,Ottobrunn,0,Bayern,Oberbayern,Landkreis München,22510,2023-12-31T00:00:00Z,https://www.ottobrunn.de/,ottobrunn.de|www.ottobrunn.de,48.066667,11.666667,https://de.wikipedia.org/wiki/Ottobrunn,Q506388,264105034,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09184137,Aying,0,Bayern,Oberbayern,Landkreis München,5613,2023-12-31T00:00:00Z,https://aying.de/,aying.de|www.aying.de,47.966667,11.783333,https://de.wikipedia.org/wiki/Aying,Q251008,261823774,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09184138,Planegg,0,Bayern,Oberbayern,Landkreis München,11088,2023-12-31T00:00:00Z,https://www.planegg.de/,planegg.de|www.planegg.de,48.104722,11.430556,https://de.wikipedia.org/wiki/Planegg,Q255796,263702367,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09184139,Pullach im Isartal,0,Bayern,Oberbayern,Landkreis München,8989,2023-12-31T00:00:00Z,https://www.pullach.de/,pullach.de|www.pullach.de,48.050000,11.516667,https://de.wikipedia.org/wiki/Pullach_im_Isartal,Q202116,263063561,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09184140,Putzbrunn,0,Bayern,Oberbayern,Landkreis München,6896,2023-12-31T00:00:00Z,https://www.putzbrunn.de/,putzbrunn.de|www.putzbrunn.de,48.075789,11.715719,https://de.wikipedia.org/wiki/Putzbrunn,Q261630,262754303,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09184141,Sauerlach,0,Bayern,Oberbayern,Landkreis München,8210,2023-12-31T00:00:00Z,https://www.sauerlach.de/,sauerlach.de|www.sauerlach.de,47.966667,11.650000,https://de.wikipedia.org/wiki/Sauerlach,Q507232,263652844,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09184142,Schäftlarn,0,Bayern,Oberbayern,Landkreis München,5975,2023-12-31T00:00:00Z,https://www.schaeftlarn.de/,schaeftlarn.de|www.schaeftlarn.de,47.985000,11.456667,https://de.wikipedia.org/wiki/Sch%C3%A4ftlarn,Q506494,263537457,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09184144,Straßlach-Dingharting,0,Bayern,Oberbayern,Landkreis München,3321,2023-12-31T00:00:00Z,https://www.strasslach-dingharting.de/,strasslach-dingharting.de|www.strasslach-dingharting.de,48.000000,11.516667,https://de.wikipedia.org/wiki/Stra%C3%9Flach-Dingharting,Q503326,252252345,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09184145,Taufkirchen,0,Bayern,Oberbayern,Landkreis München,18176,2023-12-31T00:00:00Z,https://www.meintaufkirchen.de/,meintaufkirchen.de|www.meintaufkirchen.de,48.050000,11.616667,https://de.wikipedia.org/wiki/Taufkirchen_(bei_M%C3%BCnchen),Q257018,263619647,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09184146,Neubiberg,0,Bayern,Oberbayern,Landkreis München,14618,2023-12-31T00:00:00Z,https://www.neubiberg.de/,neubiberg.de|www.neubiberg.de,48.074722,11.676944,https://de.wikipedia.org/wiki/Neubiberg,Q258208,264003600,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09184147,Unterföhring,0,Bayern,Oberbayern,Landkreis München,11957,2023-12-31T00:00:00Z,https://www.unterfoehring.de/,unterfoehring.de|www.unterfoehring.de,48.191667,11.652778,https://de.wikipedia.org/wiki/Unterf%C3%B6hring,Q267408,262150966,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09184148,Unterhaching,0,Bayern,Oberbayern,Landkreis München,26079,2023-12-31T00:00:00Z,https://www.unterhaching.de/,unterhaching.de|www.unterhaching.de,48.065833,11.610000,https://de.wikipedia.org/wiki/Unterhaching,Q264899,263492529,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09184149,Unterschleißheim,0,Bayern,Oberbayern,Landkreis München,31009,2023-12-31T00:00:00Z,https://www.unterschleissheim.de/,unterschleissheim.de|www.unterschleissheim.de,48.283333,11.566667,https://de.wikipedia.org/wiki/Unterschlei%C3%9Fheim,Q59096,263682535,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09185113,Aresing,0,Bayern,Oberbayern,Landkreis Neuburg-Schrobenhausen,3054,2023-12-31T00:00:00Z,http://www.aresing.de,aresing.de|www.aresing.de,48.533333,11.300000,https://de.wikipedia.org/wiki/Aresing,Q522443,260408262,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09185116,Berg im Gau,0,Bayern,Oberbayern,Landkreis Neuburg-Schrobenhausen,1401,2023-12-31T00:00:00Z,http://www.berg-im-gau.de,berg-im-gau.de|www.berg-im-gau.de,48.633333,11.250000,https://de.wikipedia.org/wiki/Berg_im_Gau,Q504700,256260423,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09185118,Bergheim,0,Bayern,Oberbayern,Landkreis Neuburg-Schrobenhausen,1984,2023-12-31T00:00:00Z,https://gemeinde-bergheim.de,gemeinde-bergheim.de|www.gemeinde-bergheim.de,48.766667,11.266667,https://de.wikipedia.org/wiki/Bergheim_(Oberbayern),Q514957,256351336,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09185123,Brunnen,0,Bayern,Oberbayern,Landkreis Neuburg-Schrobenhausen,1790,2023-12-31T00:00:00Z,http://www.gemeindebrunnen.de,gemeindebrunnen.de|www.gemeindebrunnen.de,48.633333,11.300000,https://de.wikipedia.org/wiki/Brunnen_(Bayern),Q525915,256260753,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09185125,Burgheim,0,Bayern,Oberbayern,Landkreis Neuburg-Schrobenhausen,4656,2023-12-31T00:00:00Z,http://www.burgheim.de/,burgheim.de|www.burgheim.de,48.700278,11.016111,https://de.wikipedia.org/wiki/Burgheim,Q257160,263699872,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09185127,Ehekirchen,0,Bayern,Oberbayern,Landkreis Neuburg-Schrobenhausen,3878,2023-12-31T00:00:00Z,https://www.ehekirchen.de/,ehekirchen.de|www.ehekirchen.de,48.633333,11.100000,https://de.wikipedia.org/wiki/Ehekirchen,Q504009,263700386,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09185131,Gachenbach,0,Bayern,Oberbayern,Landkreis Neuburg-Schrobenhausen,2592,2023-12-31T00:00:00Z,http://www.gachenbach.de,gachenbach.de|www.gachenbach.de,48.500000,11.233333,https://de.wikipedia.org/wiki/Gachenbach,Q510090,256261588,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09185139,Karlshuld,0,Bayern,Oberbayern,Landkreis Neuburg-Schrobenhausen,6104,2023-12-31T00:00:00Z,http://www.karlshuld.de,karlshuld.de|www.karlshuld.de,48.683333,11.300000,https://de.wikipedia.org/wiki/Karlshuld,Q505424,256743483,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09185140,Karlskron,0,Bayern,Oberbayern,Landkreis Neuburg-Schrobenhausen,5175,2023-12-31T00:00:00Z,http://www.karlskron.de,karlskron.de|www.karlskron.de,48.666667,11.416667,https://de.wikipedia.org/wiki/Karlskron,Q505278,261709525,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09185143,Langenmosen,0,Bayern,Oberbayern,Landkreis Neuburg-Schrobenhausen,1664,2023-12-31T00:00:00Z,http://www.langenmosen.de,langenmosen.de|www.langenmosen.de,48.600000,11.216667,https://de.wikipedia.org/wiki/Langenmosen,Q514438,263433721,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09185149,Neuburg an der Donau,0,Bayern,Oberbayern,Landkreis Neuburg-Schrobenhausen,30881,2023-12-31T00:00:00Z,https://www.neuburg-donau.de/,neuburg-donau.de|www.neuburg-donau.de,48.733333,11.183333,https://de.wikipedia.org/wiki/Neuburg_an_der_Donau,Q125652,263862537,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09185150,Oberhausen,0,Bayern,Oberbayern,Landkreis Neuburg-Schrobenhausen,3309,2023-12-31T00:00:00Z,http://www.gemeinde-oberhausen.de,gemeinde-oberhausen.de|www.gemeinde-oberhausen.de,48.716667,11.100000,https://de.wikipedia.org/wiki/Oberhausen_(bei_Neuburg/Donau),Q526163,263700785,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09185153,Rennertshofen,0,Bayern,Oberbayern,Landkreis Neuburg-Schrobenhausen,4945,2023-12-31T00:00:00Z,http://www.rennertshofen.de,rennertshofen.de|www.rennertshofen.de,48.750000,11.033333,https://de.wikipedia.org/wiki/Rennertshofen,Q505627,263700003,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09185157,Rohrenfels,0,Bayern,Oberbayern,Landkreis Neuburg-Schrobenhausen,1651,2023-12-31T00:00:00Z,http://www.rohrenfels.de,rohrenfels.de|www.rohrenfels.de,48.683333,11.166667,https://de.wikipedia.org/wiki/Rohrenfels,Q503825,263700873,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09185158,Schrobenhausen,0,Bayern,Oberbayern,Landkreis Neuburg-Schrobenhausen,18199,2023-12-31T00:00:00Z,https://www.schrobenhausen.de/,schrobenhausen.de|www.schrobenhausen.de,48.566850,11.258250,https://de.wikipedia.org/wiki/Schrobenhausen,Q504746,263284997,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09185163,Königsmoos,0,Bayern,Oberbayern,Landkreis Neuburg-Schrobenhausen,5054,2023-12-31T00:00:00Z,http://www.koenigsmoos.de,koenigsmoos.de|www.koenigsmoos.de,48.666667,11.216667,https://de.wikipedia.org/wiki/K%C3%B6nigsmoos,Q508657,259821352,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09185166,Waidhofen,0,Bayern,Oberbayern,Landkreis Neuburg-Schrobenhausen,2282,2023-12-31T00:00:00Z,http://www.waidhofen.de,waidhofen.de|www.waidhofen.de,48.579167,11.338889,https://de.wikipedia.org/wiki/Waidhofen_(Oberbayern),Q544776,237873490,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09185168,Weichering,0,Bayern,Oberbayern,Landkreis Neuburg-Schrobenhausen,2490,2023-12-31T00:00:00Z,http://www.weichering.de,weichering.de|www.weichering.de,48.716667,11.316667,https://de.wikipedia.org/wiki/Weichering,Q73212,261735186,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09186113,Baar-Ebenhausen,0,Bayern,Oberbayern,Landkreis Pfaffenhofen an der Ilm,5664,2023-12-31T00:00:00Z,http://www.baar-ebenhausen.de,baar-ebenhausen.de|www.baar-ebenhausen.de,48.672778,11.465000,https://de.wikipedia.org/wiki/Baar-Ebenhausen,Q490463,261869498,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09186116,Ernsgaden,0,Bayern,Oberbayern,Landkreis Pfaffenhofen an der Ilm,1865,2023-12-31T00:00:00Z,https://ernsgaden.de,ernsgaden.de|www.ernsgaden.de,48.733333,11.583333,https://de.wikipedia.org/wiki/Ernsgaden,Q256113,256261521,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09186122,Geisenfeld,0,Bayern,Oberbayern,Landkreis Pfaffenhofen an der Ilm,11729,2023-12-31T00:00:00Z,http://www.geisenfeld.de,geisenfeld.de|www.geisenfeld.de,48.684000,11.611700,https://de.wikipedia.org/wiki/Geisenfeld,Q259795,263876847,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09186125,Gerolsbach,0,Bayern,Oberbayern,Landkreis Pfaffenhofen an der Ilm,3852,2023-12-31T00:00:00Z,https://www.gerolsbach.de/,gerolsbach.de|www.gerolsbach.de,48.493889,11.359722,https://de.wikipedia.org/wiki/Gerolsbach,Q260245,259479688,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09186126,Hettenshausen,0,Bayern,Oberbayern,Landkreis Pfaffenhofen an der Ilm,2247,2023-12-31T00:00:00Z,http://www.hettenshausen.de,hettenshausen.de|www.hettenshausen.de,48.500000,11.500000,https://de.wikipedia.org/wiki/Hettenshausen,Q490442,263758886,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09186128,Hohenwart,0,Bayern,Oberbayern,Landkreis Pfaffenhofen an der Ilm,5000,2023-12-31T00:00:00Z,http://www.markt-hohenwart.de,markt-hohenwart.de|www.markt-hohenwart.de,48.600000,11.383333,https://de.wikipedia.org/wiki/Hohenwart,Q489217,257408859,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09186130,Ilmmünster,0,Bayern,Oberbayern,Landkreis Pfaffenhofen an der Ilm,2198,2023-12-31T00:00:00Z,https://www.ilmmuenster.de/,ilmmuenster.de|www.ilmmuenster.de,48.483333,11.500000,https://de.wikipedia.org/wiki/Ilmm%C3%BCnster,Q489250,259972695,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09186132,Jetzendorf,0,Bayern,Oberbayern,Landkreis Pfaffenhofen an der Ilm,3179,2023-12-31T00:00:00Z,http://www.jetzendorf.de,jetzendorf.de|www.jetzendorf.de,48.416667,11.416667,https://de.wikipedia.org/wiki/Jetzendorf,Q491965,264038698,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09186137,Manching,0,Bayern,Oberbayern,Landkreis Pfaffenhofen an der Ilm,13083,2023-12-31T00:00:00Z,https://manching.de,manching.de|www.manching.de,48.718611,11.497222,https://de.wikipedia.org/wiki/Manching,Q252036,263738868,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09186139,Münchsmünster,0,Bayern,Oberbayern,Landkreis Pfaffenhofen an der Ilm,3218,2023-12-31T00:00:00Z,https://www.muenchsmuenster.de/,muenchsmuenster.de|www.muenchsmuenster.de,48.764167,11.691111,https://de.wikipedia.org/wiki/M%C3%BCnchsm%C3%BCnster,Q269579,261723917,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09186143,Pfaffenhofen an der Ilm,0,Bayern,Oberbayern,Landkreis Pfaffenhofen an der Ilm,27143,2023-12-31T00:00:00Z,http://www.pfaffenhofen.de,pfaffenhofen.de|www.pfaffenhofen.de,48.533333,11.516667,https://de.wikipedia.org/wiki/Pfaffenhofen_an_der_Ilm,Q490319,263404655,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09186144,Pörnbach,0,Bayern,Oberbayern,Landkreis Pfaffenhofen an der Ilm,2267,2023-12-31T00:00:00Z,http://www.poernbach.de,poernbach.de|www.poernbach.de,48.616667,11.466667,https://de.wikipedia.org/wiki/P%C3%B6rnbach,Q267723,256705752,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09186146,Reichertshausen,0,Bayern,Oberbayern,Landkreis Pfaffenhofen an der Ilm,5200,2023-12-31T00:00:00Z,https://www.reichertshausen.de/,reichertshausen.de|www.reichertshausen.de,48.466667,11.516667,https://de.wikipedia.org/wiki/Reichertshausen,Q489066,260473736,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09186147,Reichertshofen,0,Bayern,Oberbayern,Landkreis Pfaffenhofen an der Ilm,8448,2023-12-31T00:00:00Z,http://www.reichertshofen.de,reichertshofen.de|www.reichertshofen.de,48.658889,11.466389,https://de.wikipedia.org/wiki/Reichertshofen,Q489285,260202481,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09186149,Rohrbach,0,Bayern,Oberbayern,Landkreis Pfaffenhofen an der Ilm,6213,2023-12-31T00:00:00Z,http://www.rohrbach-ilm.de,rohrbach-ilm.de|www.rohrbach-ilm.de,48.616667,11.566667,https://de.wikipedia.org/wiki/Rohrbach_(Ilm),Q490174,263760679,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09186151,Scheyern,0,Bayern,Oberbayern,Landkreis Pfaffenhofen an der Ilm,5070,2023-12-31T00:00:00Z,http://www.scheyern.de,scheyern.de|www.scheyern.de,48.500000,11.466667,https://de.wikipedia.org/wiki/Scheyern,Q491974,254718166,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
