ags,name,is_kreisfrei,bundesland,regierungsbezirk,landkreis,population,population_date,homepage_url,allowed_domains,lat,lon,wikipedia_url,wikidata_qid,wikipedia_revision,last_checked,source
09375208,Wenzenbach,0,Bayern,Oberpfalz,Landkreis Regensburg,9061,2023-12-31T00:00:00Z,http://www.wenzenbach.de,wenzenbach.de|www.wenzenbach.de,49.074722,12.194444,https://de.wikipedia.org/wiki/Wenzenbach,Q491617,260496164,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09375209,Wiesent,0,Bayern,Oberpfalz,Landkreis Regensburg,2723,2023-12-31T00:00:00Z,https://www.wiesent.de,wiesent.de|www.wiesent.de,49.006944,12.377778,https://de.wikipedia.org/wiki/Wiesent_(Gemeinde),Q491818,263560886,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09375210,Wörth an der Donau,0,Bayern,Oberpfalz,Landkreis Regensburg,5148,2023-12-31T00:00:00Z,http://www.woerth-donau.de,woerth-donau.de|www.woerth-donau.de,49.000833,12.401111,https://de.wikipedia.org/wiki/W%C3%B6rth_an_der_Donau,Q488592,263466947,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09375211,Wolfsegg,0,Bayern,Oberpfalz,Landkreis Regensburg,1560,2023-12-31T00:00:00Z,http://www.wolfsegg.de,wolfsegg.de|www.wolfsegg.de,49.107500,11.977500,https://de.wikipedia.org/wiki/Wolfsegg_(Oberpfalz),Q491545,259782916,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09375213,Zeitlarn,0,Bayern,Oberpfalz,Landkreis Regensburg,5721,2023-12-31T00:00:00Z,http://www.gemeinde-zeitlarn.de,gemeinde-zeitlarn.de|www.gemeinde-zeitlarn.de,49.075833,12.105278,https://de.wikipedia.org/wiki/Zeitlarn,Q186132,263160764,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09376112,Altendorf,0,Bayern,Oberpfalz,Landkreis Schwandorf,889,2023-12-31T00:00:00Z,http://www.gemeinde-altendorf.de,gemeinde-altendorf.de|www.gemeinde-altendorf.de,49.400000,12.283333,https://de.wikipedia.org/wiki/Altendorf_(Landkreis_Schwandorf),Q167758,260590310,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09376116,Bodenwöhr,0,Bayern,Oberpfalz,Landkreis Schwandorf,4456,2023-12-31T00:00:00Z,https://www.bodenwoehr.de/,bodenwoehr.de|www.bodenwoehr.de,49.271389,12.305000,https://de.wikipedia.org/wiki/Bodenw%C3%B6hr,Q545325,261947768,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09376117,Bruck in der Oberpfalz,0,Bayern,Oberpfalz,Landkreis Schwandorf,4496,2023-12-31T00:00:00Z,http://www.marktbruck.de/,marktbruck.de|www.marktbruck.de,49.250000,12.308056,https://de.wikipedia.org/wiki/Bruck_in_der_Oberpfalz,Q583230,263576384,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09376119,Burglengenfeld,0,Bayern,Oberpfalz,Landkreis Schwandorf,14527,2023-12-31T00:00:00Z,https://www.burglengenfeld.de/,burglengenfeld.de|www.burglengenfeld.de,49.206100,12.040900,https://de.wikipedia.org/wiki/Burglengenfeld,Q589515,260099561,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09376122,Dieterskirchen,0,Bayern,Oberpfalz,Landkreis Schwandorf,1025,2023-12-31T00:00:00Z,http://www.dieterskirchen.de/,dieterskirchen.de|www.dieterskirchen.de,49.416667,12.416667,https://de.wikipedia.org/wiki/Dieterskirchen,Q547882,263894287,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09376125,Fensterbach,0,Bayern,Oberpfalz,Landkreis Schwandorf,2430,2023-12-31T00:00:00Z,https://www.fensterbach.de/,fensterbach.de|www.fensterbach.de,49.400000,12.050000,https://de.wikipedia.org/wiki/Fensterbach,Q547861,262971546,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09376131,Gleiritsch,0,Bayern,Oberpfalz,Landkreis Schwandorf,636,2023-12-31T00:00:00Z,http://www.gleiritsch.de,gleiritsch.de|www.gleiritsch.de,49.500000,12.333333,https://de.wikipedia.org/wiki/Gleiritsch,Q559118,262777645,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09376133,Guteneck,0,Bayern,Oberpfalz,Landkreis Schwandorf,834,2023-12-31T00:00:00Z,http://www.guteneck.de,guteneck.de|www.guteneck.de,49.450000,12.283333,https://de.wikipedia.org/wiki/Guteneck,Q547505,262194906,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09376141,Maxhütte-Haidhof,0,Bayern,Oberpfalz,Landkreis Schwandorf,12278,2023-12-31T00:00:00Z,https://www.maxhuette-haidhof.de/,maxhuette-haidhof.de|www.maxhuette-haidhof.de,49.200000,12.100000,https://de.wikipedia.org/wiki/Maxh%C3%BCtte-Haidhof,Q250866,262695844,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09376144,Nabburg,0,Bayern,Oberpfalz,Landkreis Schwandorf,6349,2023-12-31T00:00:00Z,http://www.nabburg.de,nabburg.de|www.nabburg.de,49.453333,12.180833,https://de.wikipedia.org/wiki/Nabburg,Q534634,264041477,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09376146,Neukirchen-Balbini,0,Bayern,Oberpfalz,Landkreis Schwandorf,1148,2023-12-31T00:00:00Z,http://www.neukirchen-balbini.de,neukirchen-balbini.de|www.neukirchen-balbini.de,49.292500,12.441389,https://de.wikipedia.org/wiki/Neukirchen-Balbini,Q558667,262235695,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09376147,Neunburg vorm Wald,0,Bayern,Oberpfalz,Landkreis Schwandorf,8431,2023-12-31T00:00:00Z,https://www.neunburgvormwald.de/,neunburgvormwald.de|www.neunburgvormwald.de,49.346667,12.390833,https://de.wikipedia.org/wiki/Neunburg_vorm_Wald,Q522691,263577886,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09376148,Niedermurach,0,Bayern,Oberpfalz,Landkreis Schwandorf,1248,2023-12-31T00:00:00Z,http://www.niedermurach.de,niedermurach.de|www.niedermurach.de,49.450000,12.366667,https://de.wikipedia.org/wiki/Niedermurach,Q546498,262699467,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09376149,Nittenau,0,Bayern,Oberpfalz,Landkreis Schwandorf,9506,2023-12-31T00:00:00Z,https://www.nittenau.de/,nittenau.de|www.nittenau.de,49.196389,12.268611,https://de.wikipedia.org/wiki/Nittenau,Q529176,263974286,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09376150,Wernberg-Köblitz,0,Bayern,Oberpfalz,Landkreis Schwandorf,5602,2023-12-31T00:00:00Z,http://www.wernberg-koeblitz.de,wernberg-koeblitz.de|www.wernberg-koeblitz.de,49.533333,12.150000,https://de.wikipedia.org/wiki/Wernberg-K%C3%B6blitz,Q553724,261447097,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09376151,Oberviechtach,0,Bayern,Oberpfalz,Landkreis Schwandorf,4985,2023-12-31T00:00:00Z,http://www.oberviechtach.de,oberviechtach.de|www.oberviechtach.de,49.466667,12.416667,https://de.wikipedia.org/wiki/Oberviechtach,Q257823,264033243,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09376153,Pfreimd,0,Bayern,Oberpfalz,Landkreis Schwandorf,5266,2023-12-31T00:00:00Z,https://www.pfreimd.de/de/startseite/,pfreimd.de|www.pfreimd.de,49.492900,12.184400,https://de.wikipedia.org/wiki/Pfreimd,Q522639,262148157,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09376159,Schmidgaden,0,Bayern,Oberpfalz,Landkreis Schwandorf,3128,2023-12-31T00:00:00Z,https://www.schmidgaden.de/,schmidgaden.de|www.schmidgaden.de,49.416667,12.083333,https://de.wikipedia.org/wiki/Schmidgaden,Q546435,262699212,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09376160,Schönsee,0,Bayern,Oberpfalz,Landkreis Schwandorf,2360,2023-12-31T00:00:00Z,http://www.vg-schoensee.de,vg-schoensee.de|www.vg-schoensee.de,49.516667,12.550000,https://de.wikipedia.org/wiki/Sch%C3%B6nsee,Q529137,262765383,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09376161,Schwandorf,0,Bayern,Oberpfalz,Landkreis Schwandorf,30239,2023-12-31T00:00:00Z,https://www.schwandorf.de/,schwandorf.de|www.schwandorf.de,49.323600,12.099350,https://de.wikipedia.org/wiki/Schwandorf,Q504768,263955900,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09376162,Schwarzach bei Nabburg,0,Bayern,Oberpfalz,Landkreis Schwandorf,1393,2023-12-31T00:00:00Z,http://www.schwarzach-b-nabburg.de,schwarzach-b-nabburg.de|www.schwarzach-b-nabburg.de,49.410639,12.228639,https://de.wikipedia.org/wiki/Schwarzach_bei_Nabburg,Q546420,264138185,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09376163,Schwarzenfeld,0,Bayern,Oberpfalz,Landkreis Schwandorf,6463,2023-12-31T00:00:00Z,https://www.schwarzenfeld.de/,schwarzenfeld.de|www.schwarzenfeld.de,49.383333,12.133333,https://de.wikipedia.org/wiki/Schwarzenfeld,Q566553,262218759,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09376164,Schwarzhofen,0,Bayern,Oberpfalz,Landkreis Schwandorf,1409,2023-12-31T00:00:00Z,http://www.schwarzhofen.de,schwarzhofen.de|www.schwarzhofen.de,49.383333,12.350000,https://de.wikipedia.org/wiki/Schwarzhofen,Q559101,257826157,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09376167,Stadlern,0,Bayern,Oberpfalz,Landkreis Schwandorf,521,2023-12-31T00:00:00Z,http://www.schoenseer-land.de,schoenseer-land.de|www.schoenseer-land.de,49.500000,12.616667,https://de.wikipedia.org/wiki/Stadlern,Q547075,254972648,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09376168,Steinberg am See,0,Bayern,Oberpfalz,Landkreis Schwandorf,1996,2023-12-31T00:00:00Z,http://www.gemeinde-steinberg.com,gemeinde-steinberg.com|www.gemeinde-steinberg.com,49.275833,12.181111,https://de.wikipedia.org/wiki/Steinberg_am_See,Q569561,263087710,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09376169,Stulln,0,Bayern,Oberpfalz,Landkreis Schwandorf,1689,2023-12-31T00:00:00Z,http://www.stulln.de,stulln.de|www.stulln.de,49.416667,12.133333,https://de.wikipedia.org/wiki/Stulln,Q545275,243105582,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09376170,Teublitz,0,Bayern,Oberpfalz,Landkreis Schwandorf,7938,2023-12-31T00:00:00Z,http://www.teublitz.de,teublitz.de|www.teublitz.de,49.220833,12.085278,https://de.wikipedia.org/wiki/Teublitz,Q507731,255135421,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09376171,Teunz,0,Bayern,Oberpfalz,Landkreis Schwandorf,1839,2023-12-31T00:00:00Z,http://www.teunz.de,teunz.de|www.teunz.de,49.483333,12.383333,https://de.wikipedia.org/wiki/Teunz,Q547100,261770244,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09376172,Thanstein,0,Bayern,Oberpfalz,Landkreis Schwandorf,1012,2023-12-31T00:00:00Z,http://www.thanstein.de,thanstein.de|www.thanstein.de,49.383333,12.466667,https://de.wikipedia.org/wiki/Thanstein,Q546475,252372896,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09376173,Trausnitz,0,Bayern,Oberpfalz,Landkreis Schwandorf,949,2023-12-31T00:00:00Z,https://www.trausnitz.de/,trausnitz.de|www.trausnitz.de,49.516667,12.266667,https://de.wikipedia.org/wiki/Trausnitz,Q548545,258259840,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09376175,Wackersdorf,0,Bayern,Oberpfalz,Landkreis Schwandorf,5398,2023-12-31T00:00:00Z,http://www.wackersdorf.de,wackersdorf.de|www.wackersdorf.de,49.316667,12.183333,https://de.wikipedia.org/wiki/Wackersdorf,Q583351,263891890,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09376176,Weiding,0,Bayern,Oberpfalz,Landkreis Schwandorf,466,2023-12-31T00:00:00Z,http://www.schoenseer-land.de,schoenseer-land.de|www.schoenseer-land.de,49.483333,12.566667,https://de.wikipedia.org/wiki/Weiding_(Landkreis_Schwandorf),Q581744,263235330,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09376178,Winklarn,0,Bayern,Oberpfalz,Landkreis Schwandorf,1378,2023-12-31T00:00:00Z,http://www.vg-oberviechtach.de,vg-oberviechtach.de|www.vg-oberviechtach.de,49.433333,12.483333,https://de.wikipedia.org/wiki/Winklarn_(Oberpfalz),Q559111,262999844,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09377112,Bärnau,0,Bayern,Oberpfalz,Landkreis Tirschenreuth,3077,2023-12-31T00:00:00Z,http://www.baernau.de/,baernau.de|www.baernau.de,49.810278,12.436111,https://de.wikipedia.org/wiki/B%C3%A4rnau,Q112615,263704406,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09377113,Brand,0,Bayern,Oberpfalz,Landkreis Tirschenreuth,1151,2023-12-31T00:00:00Z,http://www.gemeinde-brand.de/,gemeinde-brand.de|www.gemeinde-brand.de,49.950000,11.900000,https://de.wikipedia.org/wiki/Brand_(Oberpfalz),Q705752,262694224,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09377115,Ebnath,0,Bayern,Oberpfalz,Landkreis Tirschenreuth,1270,2023-12-31T00:00:00Z,https://www.ebnath.de/,ebnath.de|www.ebnath.de,49.950000,11.916667,https://de.wikipedia.org/wiki/Ebnath,Q548598,262697371,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09377116,Erbendorf,0,Bayern,Oberpfalz,Landkreis Tirschenreuth,5088,2023-12-31T00:00:00Z,http://www.erbendorf.de/,erbendorf.de|www.erbendorf.de,49.833333,12.050000,https://de.wikipedia.org/wiki/Erbendorf,Q504596,262561555,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09377117,Falkenberg,0,Bayern,Oberpfalz,Landkreis Tirschenreuth,918,2023-12-31T00:00:00Z,http://www.markt-falkenberg.de,markt-falkenberg.de|www.markt-falkenberg.de,49.858519,12.224350,https://de.wikipedia.org/wiki/Falkenberg_(Oberpfalz),Q566589,262723291,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09377118,Friedenfels,0,Bayern,Oberpfalz,Landkreis Tirschenreuth,1195,2023-12-31T00:00:00Z,http://www.friedenfels.de,friedenfels.de|www.friedenfels.de,49.883333,12.102500,https://de.wikipedia.org/wiki/Friedenfels,Q558675,260299905,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09377119,Fuchsmühl,0,Bayern,Oberpfalz,Landkreis Tirschenreuth,1540,2023-12-31T00:00:00Z,https://www2.fuchsmuehl.de/,www.www2.fuchsmuehl.de|www2.fuchsmuehl.de,49.916667,12.150000,https://de.wikipedia.org/wiki/Fuchsm%C3%BChl,Q532623,262721569,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09377127,Immenreuth,0,Bayern,Oberpfalz,Landkreis Tirschenreuth,1895,2023-12-31T00:00:00Z,https://immenreuth.de,immenreuth.de|www.immenreuth.de,49.911389,11.869167,https://de.wikipedia.org/wiki/Immenreuth,Q547548,264189895,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09377128,Kastl,0,Bayern,Oberpfalz,Landkreis Tirschenreuth,1441,2023-12-31T00:00:00Z,http://www.kastl-kem.de,kastl-kem.de|www.kastl-kem.de,49.816667,11.900000,https://de.wikipedia.org/wiki/Kastl_(bei_Kemnath),Q705793,260288904,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09377129,Kemnath,0,Bayern,Oberpfalz,Landkreis Tirschenreuth,5714,2023-12-31T00:00:00Z,https://www.kemnath.de/,kemnath.de|www.kemnath.de,49.866667,11.883333,https://de.wikipedia.org/wiki/Kemnath,Q516262,259687049,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09377131,Konnersreuth,0,Bayern,Oberpfalz,Landkreis Tirschenreuth,1868,2023-12-31T00:00:00Z,http://www.konnersreuth.de,konnersreuth.de|www.konnersreuth.de,50.016667,12.233333,https://de.wikipedia.org/wiki/Konnersreuth,Q547531,262115176,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09377132,Krummennaab,0,Bayern,Oberpfalz,Landkreis Tirschenreuth,1432,2023-12-31T00:00:00Z,http://www.krummennaab.de,krummennaab.de|www.krummennaab.de,49.831111,12.100278,https://de.wikipedia.org/wiki/Krummennaab,Q553775,262981638,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09377133,Kulmain,0,Bayern,Oberpfalz,Landkreis Tirschenreuth,2260,2023-12-31T00:00:00Z,http://www.kulmain.de,kulmain.de|www.kulmain.de,49.892342,11.899147,https://de.wikipedia.org/wiki/Kulmain,Q566580,263496581,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09377137,Leonberg,0,Bayern,Oberpfalz,Landkreis Tirschenreuth,1039,2023-12-31T00:00:00Z,http://www.gemeinde-leonberg.de,gemeinde-leonberg.de|www.gemeinde-leonberg.de,49.950000,12.283333,https://de.wikipedia.org/wiki/Leonberg_(Oberpfalz),Q705713,256262992,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09377139,Mähring,0,Bayern,Oberpfalz,Landkreis Tirschenreuth,1726,2023-12-31T00:00:00Z,http://www.maehring.de,maehring.de|www.maehring.de,49.916667,12.516667,https://de.wikipedia.org/wiki/M%C3%A4hring,Q566632,263769919,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09377141,Mitterteich,0,Bayern,Oberpfalz,Landkreis Tirschenreuth,6644,2023-12-31T00:00:00Z,https://www.mitterteich.de/,mitterteich.de|www.mitterteich.de,49.949839,12.244181,https://de.wikipedia.org/wiki/Mitterteich,Q253371,262508138,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09377142,Bad Neualbenreuth,0,Bayern,Oberpfalz,Landkreis Tirschenreuth,1372,2023-12-31T00:00:00Z,http://www.neualbenreuth.de,neualbenreuth.de|www.neualbenreuth.de,49.966667,12.433333,https://de.wikipedia.org/wiki/Bad_Neualbenreuth,Q553761,263022061,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09377143,Neusorg,0,Bayern,Oberpfalz,Landkreis Tirschenreuth,1939,2023-12-31T00:00:00Z,https://www.neusorg.de/,neusorg.de|www.neusorg.de,49.916667,11.966667,https://de.wikipedia.org/wiki/Neusorg,Q547837,262699502,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09377145,Pechbrunn,0,Bayern,Oberpfalz,Landkreis Tirschenreuth,1311,2023-12-31T00:00:00Z,http://www.pechbrunn.de,pechbrunn.de|www.pechbrunn.de,49.966667,12.166667,https://de.wikipedia.org/wiki/Pechbrunn,Q553803,260308398,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09377146,Plößberg,0,Bayern,Oberpfalz,Landkreis Tirschenreuth,3127,2023-12-31T00:00:00Z,http://www.ploessberg.de,ploessberg.de|www.ploessberg.de,49.783333,12.308333,https://de.wikipedia.org/wiki/Pl%C3%B6%C3%9Fberg,Q547170,262507010,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09377148,Pullenreuth,0,Bayern,Oberpfalz,Landkreis Tirschenreuth,1593,2023-12-31T00:00:00Z,https://www.pullenreuth.de/,pullenreuth.de|www.pullenreuth.de,49.916667,12.000000,https://de.wikipedia.org/wiki/Pullenreuth,Q533149,262679761,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09377149,Reuth bei Erbendorf,0,Bayern,Oberpfalz,Landkreis Tirschenreuth,1093,2023-12-31T00:00:00Z,http://www.reuth-b-erb.de,reuth-b-erb.de|www.reuth-b-erb.de,49.850000,12.116667,https://de.wikipedia.org/wiki/Reuth_bei_Erbendorf,Q32064,260344311,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09377154,Tirschenreuth,0,Bayern,Oberpfalz,Landkreis Tirschenreuth,8580,2023-12-31T00:00:00Z,http://www.stadt-tirschenreuth.de,stadt-tirschenreuth.de|www.stadt-tirschenreuth.de,49.878889,12.336889,https://de.wikipedia.org/wiki/Tirschenreuth,Q205436,263128647,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09377157,Waldershof,0,Bayern,Oberpfalz,Landkreis Tirschenreuth,4233,2023-12-31T00:00:00Z,https://waldershof.de,waldershof.de|www.waldershof.de,49.983306,12.066694,https://de.wikipedia.org/wiki/Waldershof,Q505972,261202400,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09377158,Waldsassen,0,Bayern,Oberpfalz,Landkreis Tirschenreuth,6666,2023-12-31T00:00:00Z,http://www.waldsassen.de,waldsassen.de|www.waldsassen.de,50.000000,12.300000,https://de.wikipedia.org/wiki/Waldsassen,Q241889,262646949,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09377159,Wiesau,0,Bayern,Oberpfalz,Landkreis Tirschenreuth,3975,2023-12-31T00:00:00Z,http://www.wiesau.de,wiesau.de|www.wiesau.de,49.916667,12.166667,https://de.wikipedia.org/wiki/Wiesau,Q548571,259056252,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09461000,Bamberg,1,Bayern,Oberfranken,,80580,2023-12-31T00:00:00Z,https://www.stadt.bamberg.de/,stadt.bamberg.de|www.stadt.bamberg.de,49.891667,10.891667,https://de.wikipedia.org/wiki/Bamberg,Q3936,263794587,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09462000,Bayreuth,1,Bayern,Oberfranken,,74907,2023-12-31T00:00:00Z,https://www.bayreuth.de/,bayreuth.de|www.bayreuth.de,49.948056,11.578333,https://de.wikipedia.org/wiki/Bayreuth,Q3923,263822227,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09463000,Coburg,1,Bayern,Oberfranken,,42139,2023-12-31T00:00:00Z,https://www.coburg.de/,coburg.de|www.coburg.de,50.258469,10.957869,https://de.wikipedia.org/wiki/Coburg,Q14821,262335772,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09464000,Hof,1,Bayern,Oberfranken,,46963,2023-12-31T00:00:00Z,https://www.hof.de/,hof.de|www.hof.de,50.316667,11.916667,https://de.wikipedia.org/wiki/Hof_(Saale),Q6938,263952202,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09471111,Altendorf,0,Bayern,Oberfranken,Landkreis Bamberg,2155,2023-12-31T00:00:00Z,http://www.altendorf-gemeinde.de,altendorf-gemeinde.de|www.altendorf-gemeinde.de,49.799515,11.009365,https://de.wikipedia.org/wiki/Altendorf_(Landkreis_Bamberg),Q437010,262812686,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
09471115,Baunach,0,Bayern,Oberfranken,Landkreis Bamberg,4065,2023-12-31T00:00:00Z,https://www.stadt-baunach.de/,stadt-baunach.de|www.stadt-baunach.de,49.988500,10.848500,https://de.wikipedia.org/wiki/Baunach,Q504808,262541032,2026-02-13,"wikipedia(wikitext section) + wikidata(P439,P856,P625,P1082,P585,P131) + wikidata(P131* RB fill)"
